CODGEO,LIBGEO,rank,REG,DEP,pop,area,year,type,rural_area,meanbuilt,b10,b25,b50,b75,b90,p10,p25,p50,p75,p90
68224,Mulhouse,17,44,68,,64.05,2016,manual,,,,,,,,,,,,
30189,Nîmes,18,76,30,,55.64,2016,manual,,,,,,,,,,,,
87085,Limoges,19,75,87,,50.06,2016,manual,,,,,,,,,,,,
35238,Rennes,20,53,35,,59.56,2016,manual,,,,,,,,,,,,
49007,Angers,21,52,49,,69.38,2016,manual,,,,,,,,,,,,
34172,Montpellier,22,76,34,,99.28,2016,manual,,,,,,,,,,,,
25056,Besançon,23,27,25,,34.97,2016,manual,,,,,,,,,,,,
06088,Nice,24,93,6,,335.59,2016,manual,,,,,,,,,,,,
45234,Orléans,25,24,45,,93.97,2016,manual,,,,,,,,,,,,
37261,Tours,26,24,37,,79.25,2016,manual,,,,,,,,,,,,
57463,Metz,27,44,57,,58.66,2016,manual,,,,,,,,,,,,
50129,Cherbourg-en-Cotentin,28,28,50,,23.43,2016,manual,,,,,,,,,,,,
72181,Le Mans,29,52,72,,55.3,2016,manual,,,,,,,,,,,,
21231,Dijon,30,27,21,,65.44,2016,manual,,,,,,,,,,,,
59183,Dunkerque,31,32,59,,55.63,2016,manual,,,,,,,,,,,,
38185,Grenoble,32,84,38,,99.3,2016,manual,,,,,,,,,,,,
63113,Clermont-Ferrand,33,84,63,,64.83,2016,manual,,,,,,,,,,,,
14118,Caen,34,28,14,,74.76,2016,manual,,,,,,,,,,,,
10387,Troyes,35,44,10,,47.83,2016,manual,,,,,,,,,,,,
62160,Boulogne-sur-Mer,36,32,62,,18.06,2016,manual,,,,,,,,,,,,
02691,Saint-Quentin,37,32,2,,16.69,2016,manual,,,,,,,,,,,,
56121,Lorient,38,53,56,,27.77,2016,manual,,,,,,,,,,,,
34032,Béziers,39,76,34,,19.62,2016,manual,,,,,,,,,,,,
62193,Calais,40,32,62,,23,2016,manual,,,,,,,,,,,,
84007,Avignon,41,93,84,,20.55,2016,manual,,,,,,,,,,,,
18033,Bourges,42,24,18,,37.93,2016,manual,,,,,,,,,,,,
86194,Poitiers,43,75,86,,32.96,2016,manual,,,,,,,,,,,,
16015,Angoulême,44,75,16,,29.57,2016,manual,,,,,,,,,,,,
64445,Pau,45,75,64,,49.95,2016,manual,,,,,,,,,,,,
13001,Aix-en-Provence,46,93,13,,27.54,2016,manual,,,,,,,,,,,,
34301,Sète,47,76,34,,9.26,2016,manual,,,,,,,,,,,,
66136,Perpignan,48,76,66,,40.21,2016,manual,,,,,,,,,,,,
64102,Bayonne,49,75,64,,37.88,2016,manual,,,,,,,,,,,,
53130,Laval,50,52,53,,25.16,2016,manual,,,,,,,,,,,,
17299,Rochefort,51,75,17,,12.04,2016,manual,,,,,,,,,,,,
59178,Douai,52,32,59,,32.93,2016,manual,,,,,,,,,,,,
82121,Montauban,53,76,82,,13.56,2016,manual,,,,,,,,,,,,
62041,Arras,54,32,62,,27.62,2016,manual,,,,,,,,,,,,
71153,Le Creusot,55,27,71,,15.11,2016,manual,,,,,,,,,,,,
35288,Saint-Malo,56,53,35,,18.57,2016,manual,,,,,,,,,,,,
79191,Niort,57,75,79,,27.18,2016,manual,,,,,,,,,,,,
38544,Vienne,58,84,38,,5.65,2016,manual,,,,,,,,,,,,
59606,Valenciennes,59,32,59,,45.84,2016,manual,,,,,,,,,,,,
11069,Carcassonne,60,76,11,,14.28,2016,manual,,,,,,,,,,,,
42207,Saint-Chamond,61,84,42,,11.61,2016,manual,,,,,,,,,,,,
81065,Castres,62,76,81,,15.57,2016,manual,,,,,,,,,,,,
24322,Périgueux,63,75,24,,20.36,2016,manual,,,,,,,,,,,,
68066,Colmar,64,44,68,,19.6,2016,manual,,,,,,,,,,,,
03185,Montluçon,65,84,3,,21.41,2016,manual,,,,,,,,,,,,
26362,Valence,66,84,26,,36.45,2016,manual,,,,,,,,,,,,
08105,Charleville-Mézières,67,44,8,,17.44,2016,manual,,,,,,,,,,,,
42187,Roanne,68,84,42,,26.76,2016,manual,,,,,,,,,,,,
58194,Nevers,69,27,58,,22.6,2016,manual,,,,,,,,,,,,
71076,Chalon-sur-Saône,70,27,71,,21.13,2016,manual,,,,,,,,,,,,
76231,Elbeuf,71,28,76,,13.44,2016,manual,,,,,,,,,,,,
59122,Cambrai,72,32,59,,17.25,2016,manual,,,,,,,,,,,,
62765,Saint-Omer,73,32,62,,15.29,2016,manual,,,,,,,,,,,,
03190,Moulins,74,84,3,,14.49,2016,manual,,,,,,,,,,,,
59017,Armentières,75,32,59,,11.54,2016,manual,,,,,,,,,,,,
76217,Dieppe,76,28,76,,11.41,2016,manual,,,,,,,,,,,,
13004,Arles,77,93,13,,10.62,2016,manual,,,,,,,,,,,,
65440,Tarbes,78,76,65,,26.78,2016,manual,,,,,,,,,,,,
30007,Alès,79,76,30,,22.24,2016,manual,,,,,,,,,,,,
17300,La Rochelle,80,75,17,,39.01,2016,manual,,,,,,,,,,,,
41018,Blois,81,24,41,,19.15,2016,manual,,,,,,,,,,,,
28085,Chartres,82,24,28,,33.57,2016,manual,,,,,,,,,,,,
60057,Beauvais,83,32,60,,18.82,2016,manual,,,,,,,,,,,,
29232,Quimper,84,53,29,,26.63,2016,manual,,,,,,,,,,,,
51108,Châlons-en-Champagne,85,44,51,,20.05,2016,manual,,,,,,,,,,,,
43157,Le Puy-en-Velay,86,84,43,,9.29,2016,manual,,,,,,,,,,,,
73065,Chambéry,87,84,73,,33.52,2016,manual,,,,,,,,,,,,
11262,Narbonne,88,76,11,,12.73,2016,manual,,,,,,,,,,,,
14366,Lisieux,89,28,14,,7.46,2016,manual,,,,,,,,,,,,
47001,Agen,90,75,47,,23.12,2016,manual,,,,,,,,,,,,
36044,Châteauroux,91,24,36,,19.82,2016,manual,,,,,,,,,,,,
80001,Abbeville,92,32,80,,8.12,2016,manual,,,,,,,,,,,,
71270,Mâcon,93,27,71,,16.4,2016,manual,,,,,,,,,,,,
81004,Albi,94,76,81,,44.32,2016,manual,,,,,,,,,,,,
49328,Saumur,95,52,49,,13.5,2016,manual,,,,,,,,,,,,
86066,Châtellerault,96,75,86,,20.52,2016,manual,,,,,,,,,,,,
29151,Morlaix,97,53,29,,12.58,2016,manual,,,,,,,,,,,,
56260,Vannes,98,53,56,,32.89,2016,manual,,,,,,,,,,,,
44184,Saint-Nazaire,99,52,44,,34.38,2016,manual,,,,,,,,,,,,
08409,Sedan,100,44,8,,7.9,2016,manual,,,,,,,,,,,,
